,year,code,name,team_size,total,rank,gold_medals,silver_medals,bronze_medals,honourable_mentions,winner,country_id,top_5,top_10,top_15,top_25,top_50,top_100,next_year_winner,next_year_top_5,next_year_top_10,next_year_top_15,next_year_top_25,next_year_top_50,next_year_top_100,total_wins,total_gold,total_silver,total_bronze,min_rank,max_rank,average_rank,average_rank_2,recent_wins_2,average_rank_3,recent_wins_3,average_rank_4,recent_wins_4
120,2014,KOR,Republic of Korea,6,172,7,2,4,0,0,0,12,0,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,15,8,0,1,13,5.75,4.5,9.0,3.3333333333333335,10.0,5.75,23.0
121,2015,KOR,Republic of Korea,6,161,3,3,1,2,0,0,12,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,18,9,2,1,13,5.2,5.0,10.0,4.0,12.0,3.25,13.0
122,2016,KOR,Republic of Korea,6,207,2,4,2,0,0,0,12,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,22,11,2,1,13,4.666666666666667,2.5,5.0,4.0,12.0,3.5,14.0
123,2017,KOR,Republic of Korea,6,170,1,6,0,0,0,1,12,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,2,28,11,2,1,13,4.142857142857143,1.5,3.0,2.0,6.0,3.25,13.0
124,2018,KOR,Republic of Korea,6,177,7,3,3,0,0,0,12,0,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,31,14,2,1,13,4.5,4.0,8.0,3.3333333333333335,10.0,3.25,13.0
125,2019,KOR,Republic of Korea,6,226,3,6,0,0,0,0,12,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,37,14,2,1,13,4.333333333333333,5.0,10.0,3.6666666666666665,11.0,3.25,13.0
126,2020,KOR,Republic of Korea,6,175,4,2,3,1,0,0,12,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,39,17,3,1,13,4.3,3.5,7.0,4.666666666666667,14.0,3.75,15.0
127,2011,HKG,Hong Kong,6,138,14,2,1,3,0,0,13,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,1,3,14,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2012,HKG,Hong Kong,6,106,27,0,3,1,2,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,4,4,14,27,20.5,20.5,41.0,0.0,0.0,0.0,0.0
129,2013,HKG,Hong Kong,6,117,31,0,1,5,0,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,5,9,14,31,24.0,29.0,58.0,24.0,72.0,0.0,0.0
130,2014,HKG,Hong Kong,6,143,18,0,4,2,0,0,13,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,9,11,14,31,22.5,24.5,49.0,25.333333333333332,76.0,22.5,90.0
131,2015,HKG,Hong Kong,6,101,28,0,2,3,1,0,13,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,11,14,14,31,23.6,23.0,46.0,25.666666666666668,77.0,26.0,104.0
132,2016,HKG,Hong Kong,6,161,9,3,2,1,0,0,13,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,5,13,15,9,31,21.166666666666668,18.5,37.0,18.333333333333332,55.0,21.5,86.0
133,2017,HKG,Hong Kong,6,111,26,1,1,3,1,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,14,18,9,31,21.857142857142858,17.5,35.0,21.0,63.0,20.25,81.0
134,2018,HKG,Hong Kong,6,89,49,0,0,2,4,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,14,20,9,49,25.25,37.5,75.0,28.0,84.0,28.0,112.0
135,2019,HKG,Hong Kong,6,117,37,0,1,3,1,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,15,23,9,49,26.555555555555557,43.0,86.0,37.333333333333336,112.0,30.25,121.0
136,2020,HKG,Hong Kong,6,139,28,0,3,3,0,0,13,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,18,26,9,49,26.7,32.5,65.0,38.0,114.0,35.0,140.0
137,2011,POL,Poland,6,136,15,2,2,1,1,0,14,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,2,1,15,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2012,POL,Poland,6,119,18,0,2,4,0,0,14,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,4,5,15,18,16.5,16.5,33.0,0.0,0.0,0.0,0.0
139,2013,POL,Poland,6,79,45,0,1,1,3,0,14,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,5,6,15,45,26.0,31.5,63.0,26.0,78.0,0.0,0.0
140,2014,POL,Poland,6,128,26,1,0,4,1,0,14,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,3,5,10,15,45,26.0,35.5,71.0,29.666666666666668,89.0,26.0,104.0
141,2015,POL,Poland,6,117,17,1,1,4,0,0,14,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,4,6,14,15,45,24.2,21.5,43.0,29.333333333333332,88.0,26.5,106.0
142,2016,POL,Poland,6,102,42,0,2,2,2,0,14,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,4,8,16,15,45,27.166666666666668,29.5,59.0,28.333333333333332,85.0,32.5,130.0
143,2017,POL,Poland,6,115,22,1,0,5,0,0,14,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,5,8,21,15,45,26.428571428571427,32.0,64.0,27.0,81.0,26.75,107.0
144,2018,POL,Poland,6,174,9,1,5,0,0,0,14,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,6,13,21,9,45,24.25,15.5,31.0,24.333333333333332,73.0,22.5,90.0
145,2019,POL,Poland,6,168,10,1,3,2,0,0,14,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,16,23,9,45,22.666666666666668,9.5,19.0,13.666666666666666,41.0,20.75,83.0
146,2020,POL,Poland,6,171,6,2,3,1,0,0,14,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,19,24,6,45,21.0,8.0,16.0,8.333333333333334,25.0,11.75,47.0
147,2011,UKR,Ukraine,6,136,15,1,2,3,0,0,15,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,2,3,15,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2012,UKR,Ukraine,6,116,19,0,3,2,1,0,15,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,5,5,15,19,17.0,17.0,34.0,0.0,0.0,0.0,0.0
149,2013,UKR,Ukraine,6,146,16,1,3,1,1,0,15,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,8,6,15,19,16.666666666666668,17.5,35.0,16.666666666666668,50.0,0.0,0.0
150,2014,UKR,Ukraine,6,175,6,2,3,1,0,0,15,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,4,11,7,6,19,14.0,11.0,22.0,13.666666666666666,41.0,14.0,56.0
151,2015,UKR,Ukraine,6,135,11,2,3,1,0,0,15,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,14,8,6,19,13.4,8.5,17.0,11.0,33.0,13.0,52.0
152,2016,UKR,Ukraine,6,118,30,0,2,4,0,0,15,0,0,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,6,16,12,6,30,16.166666666666668,20.5,41.0,15.666666666666666,47.0,15.75,63.0
153,2017,UKR,Ukraine,6,122,14,1,2,2,1,0,15,0,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,7,18,14,6,30,15.857142857142858,22.0,44.0,18.333333333333332,55.0,15.25,61.0
154,2018,UKR,Ukraine,6,186,4,4,2,0,0,0,15,1,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,11,20,14,4,30,14.375,9.0,18.0,16.0,48.0,14.75,59.0
155,2019,UKR,Ukraine,6,165,11,1,4,1,0,0,15,0,0,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,12,24,15,4,30,14.0,7.5,15.0,9.666666666666666,29.0,14.75,59.0
156,2020,UKR,Ukraine,6,164,11,0,6,0,0,0,15,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,30,15,4,30,13.7,11.0,22.0,8.666666666666666,26.0,10.0,40.0
157,2011,CAN,Canada,6,132,17,1,2,3,0,0,16,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,2,3,17,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2012,CAN,Canada,6,159,5,3,1,2,0,0,16,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,4,3,5,5,17,11.0,11.0,22.0,0.0,0.0,0.0,0.0
159,2013,CAN,Canada,6,163,11,2,2,2,0,0,16,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,6,5,7,5,17,11.0,8.0,16.0,11.0,33.0,0.0,0.0
160,2014,CAN,Canada,6,159,9,2,1,3,0,0,16,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,8,6,10,5,17,10.5,10.0,20.0,8.333333333333334,25.0,10.5,42.0
161,2015,CAN,Canada,6,140,9,2,0,4,0,0,16,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,10,6,14,5,17,10.2,9.0,18.0,9.666666666666666,29.0,8.5,34.0
162,2016,CAN,Canada,6,148,12,2,2,1,1,0,16,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,12,8,15,5,17,10.5,10.5,21.0,10.0,30.0,10.25,41.0
163,2017,CAN,Canada,6,110,29,1,2,2,1,0,16,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,13,10,17,5,29,13.142857142857142,20.5,41.0,16.666666666666668,50.0,14.75,59.0
164,2018,CAN,Canada,6,156,16,0,5,1,0,0,16,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,13,15,18,5,29,13.5,22.5,45.0,19.0,57.0,16.5,66.0
165,2019,CAN,Canada,6,144,24,1,1,4,0,0,16,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,14,16,22,5,29,14.666666666666666,20.0,40.0,23.0,69.0,20.25,81.0
166,2020,CAN,Canada,6,161,12,3,1,2,0,0,16,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,17,24,5,29,14.4,18.0,36.0,17.333333333333332,52.0,20.25,81.0
167,2011,UNK,United Kingdom,6,132,17,2,1,2,1,0,17,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,1,2,17,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2012,UNK,United Kingdom,6,115,22,1,1,4,0,0,17,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,3,2,6,17,22,19.5,19.5,39.0,0.0,0.0,0.0,0.0
169,2013,UNK,United Kingdom,6,171,9,2,3,1,0,0,17,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,5,7,9,22,16.0,15.5,31.0,16.0,48.0,0.0,0.0
170,2014,UNK,United Kingdom,6,142,20,0,4,2,0,0,17,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,9,9,9,22,17.0,14.5,29.0,17.0,51.0,17.0,68.0
171,2015,UNK,United Kingdom,6,109,22,0,4,1,1,0,17,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,5,13,10,9,22,18.0,21.0,42.0,17.0,51.0,18.25,73.0
172,2016,UNK,United Kingdom,6,165,7,2,4,0,0,0,17,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,17,10,7,22,16.166666666666668,14.5,29.0,16.333333333333332,49.0,14.5,58.0
173,2017,UNK,United Kingdom,6,130,9,3,0,2,1,0,17,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,10,17,12,7,22,15.142857142857142,8.0,16.0,12.666666666666666,38.0,14.5,58.0
174,2018,UNK,United Kingdom,6,161,12,1,4,0,1,0,17,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,11,21,12,7,22,14.75,10.5,21.0,9.333333333333334,28.0,12.5,50.0
175,2019,UNK,United Kingdom,6,149,20,1,2,3,0,0,17,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,12,23,15,7,22,15.333333333333334,16.0,32.0,13.666666666666666,41.0,12.0,48.0
176,2020,UNK,United Kingdom,6,167,9,1,4,1,0,0,17,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,27,16,7,22,14.7,14.5,29.0,13.666666666666666,41.0,12.5,50.0
177,2011,ITA,Italy,6,129,19,1,3,1,1,0,18,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,3,1,19,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2012,ITA,Italy,6,93,38,0,2,1,2,0,18,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,5,2,19,38,28.5,28.5,57.0,0.0,0.0,0.0,0.0
179,2013,ITA,Italy,6,137,20,1,2,1,2,0,18,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,7,3,19,38,25.666666666666668,29.0,58.0,25.666666666666668,77.0,0.0,0.0
180,2014,ITA,Italy,6,128,26,1,2,1,1,0,18,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,9,4,19,38,25.75,23.0,46.0,28.0,84.0,25.75,103.0
181,2015,ITA,Italy,6,100,29,1,2,0,0,0,18,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,4,11,4,19,38,26.4,27.5,55.0,25.0,75.0,28.25,113.0
182,2016,ITA,Italy,6,138,15,1,3,0,2,0,18,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,14,4,15,38,24.5,22.0,44.0,23.333333333333332,70.0,22.5,90.0
183,2017,ITA,Italy,6,116,18,2,1,1,2,0,18,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,7,15,5,15,38,23.571428571428573,16.5,33.0,20.666666666666668,62.0,22.0,88.0
184,2018,ITA,Italy,6,154,17,0,4,2,0,0,18,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,7,19,7,15,38,22.75,17.5,35.0,16.666666666666668,50.0,19.75,79.0
185,2019,ITA,Italy,6,140,27,0,2,4,0,0,18,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,21,11,15,38,23.22222222222222,22.0,44.0,20.666666666666668,62.0,19.25,77.0
186,2020,ITA,Italy,6,171,6,2,3,1,0,0,18,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,24,12,6,38,21.5,16.5,33.0,16.666666666666668,50.0,17.0,68.0
187,2011,BRA,Brazil,6,121,20,0,3,3,0,0,19,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,3,3,20,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2012,BRA,Brazil,6,116,19,1,1,3,1,0,19,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,4,6,19,20,19.5,19.5,39.0,0.0,0.0,0.0,0.0
189,2013,BRA,Brazil,6,124,28,0,3,1,2,0,19,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,7,7,19,28,22.333333333333332,23.5,47.0,22.333333333333332,67.0,0.0,0.0
190,2014,BRA,Brazil,6,122,34,0,3,2,1,0,19,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,10,9,19,34,25.25,31.0,62.0,27.0,81.0,25.25,101.0
191,2015,BRA,Brazil,6,109,22,0,3,3,0,0,19,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,13,12,19,34,24.6,28.0,56.0,28.0,84.0,25.75,103.0
192,2016,BRA,Brazil,6,138,15,0,5,1,0,0,19,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,18,13,15,34,23.0,18.5,37.0,23.666666666666668,71.0,24.75,99.0
193,2017,BRA,Brazil,6,101,37,0,2,1,3,0,19,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,20,14,15,37,25.0,26.0,52.0,24.666666666666668,74.0,27.0,108.0
194,2018,BRA,Brazil,6,132,28,1,0,4,1,0,19,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,20,18,15,37,25.375,32.5,65.0,26.666666666666668,80.0,25.5,102.0
195,2019,BRA,Brazil,6,135,29,0,2,4,0,0,19,0,0,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,2,22,22,15,37,25.77777777777778,28.5,57.0,31.333333333333332,94.0,27.25,109.0
196,2020,BRA,Brazil,6,165,10,1,5,0,0,0,19,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,27,22,10,37,24.2,19.5,39.0,22.333333333333332,67.0,26.0,104.0
197,2011,BGR,Bulgaria,6,121,20,0,2,3,1,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,2,3,20,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2012,BGR,Bulgaria,6,116,19,1,2,2,1,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,4,5,19,20,19.5,19.5,39.0,0.0,0.0,0.0,0.0
199,2013,BGR,Bulgaria,6,101,38,0,1,2,3,0,20,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,5,7,19,38,25.666666666666668,28.5,57.0,25.666666666666668,77.0,0.0,0.0
200,2014,BGR,Bulgaria,6,120,37,0,3,1,2,0,20,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,8,8,19,38,28.5,37.5,75.0,31.333333333333332,94.0,28.5,114.0
201,2015,BGR,Bulgaria,6,100,29,0,2,1,2,0,20,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,10,9,19,38,28.6,33.0,66.0,34.666666666666664,104.0,30.75,123.0
202,2016,BGR,Bulgaria,6,132,18,0,3,3,0,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,13,12,18,38,26.833333333333332,23.5,47.0,28.0,84.0,30.5,122.0
203,2017,BGR,Bulgaria,6,116,18,0,4,2,0,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,17,14,18,38,25.571428571428573,18.0,36.0,21.666666666666668,65.0,25.5,102.0
204,2018,BGR,Bulgaria,6,146,21,1,3,1,1,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,20,15,18,38,25.0,19.5,39.0,19.0,57.0,21.5,86.0
205,2019,BGR,Bulgaria,6,152,19,0,5,1,0,0,20,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,25,16,18,38,24.333333333333332,20.0,40.0,19.333333333333332,58.0,19.0,76.0
206,2020,BGR,Bulgaria,6,118,38,0,1,3,2,0,20,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,26,19,18,38,25.7,28.5,57.0,26.0,78.0,24.0,96.0
207,2011,MEX,Mexico,6,120,22,0,2,4,0,0,21,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,2,4,22,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2012,MEX,Mexico,6,102,31,1,1,2,2,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,3,6,22,31,26.5,26.5,53.0,0.0,0.0,0.0,0.0
209,2013,MEX,Mexico,6,139,17,0,3,3,0,0,21,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,6,9,17,31,23.333333333333332,24.0,48.0,23.333333333333332,70.0,0.0,0.0
210,2014,MEX,Mexico,6,128,26,0,4,1,1,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,10,10,17,31,24.0,21.5,43.0,24.666666666666668,74.0,24.0,96.0
211,2015,MEX,Mexico,6,114,19,1,2,3,0,0,21,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,12,13,17,31,23.0,22.5,45.0,20.666666666666668,62.0,23.25,93.0
212,2016,MEX,Mexico,6,126,23,0,4,1,1,0,21,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,16,14,17,31,23.0,21.0,42.0,22.666666666666668,68.0,21.25,85.0
213,2017,MEX,Mexico,6,96,43,0,1,2,3,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,17,16,17,43,25.857142857142858,33.0,66.0,28.333333333333332,85.0,27.75,111.0
214,2018,MEX,Mexico,6,123,36,0,1,4,1,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,18,20,17,43,27.125,39.5,79.0,34.0,102.0,30.25,121.0
215,2019,MEX,Mexico,6,111,41,0,1,3,2,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,19,23,17,43,28.666666666666668,38.5,77.0,40.0,120.0,35.75,143.0
216,2020,MEX,Mexico,6,111,45,1,0,4,1,0,21,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,19,27,17,45,30.3,43.0,86.0,40.666666666666664,122.0,41.25,165.0
217,2011,IND,India,6,119,23,1,1,2,2,0,22,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1,2,23,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2012,IND,India,6,136,11,2,3,0,1,0,22,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,4,2,11,23,17.0,17.0,34.0,0.0,0.0,0.0,0.0
219,2013,IND,India,6,122,29,0,2,3,0,0,22,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,6,5,11,29,21.0,20.0,40.0,21.0,63.0,0.0,0.0
220,2014,IND,India,6,110,39,0,1,3,2,0,22,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,7,8,11,39,25.5,34.0,68.0,26.333333333333332,79.0,25.5,102.0
221,2015,IND,India,6,86,37,0,1,2,3,0,22,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,8,10,11,39,27.8,38.0,76.0,35.0,105.0,29.0,116.0
222,2016,IND,India,6,113,34,0,1,5,0,0,22,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,9,15,11,39,28.833333333333332,35.5,71.0,36.666666666666664,110.0,34.75,139.0
223,2017,IND,India,6,90,52,0,0,3,3,0,22,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,9,18,11,52,32.142857142857146,43.0,86.0,41.0,123.0,40.5,162.0
224,2018,IND,India,6,132,28,0,3,2,1,0,22,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,3,12,20,11,52,31.625,40.0,80.0,38.0,114.0,37.75,151.0
225,2019,IND,India,6,156,15,1,4,0,1,0,22,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,16,20,11,52,29.77777777777778,21.5,43.0,31.666666666666668,95.0,32.25,129.0
226,2011,ISR,Israel,6,119,23,1,0,4,1,0,23,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,4,23,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2012,ISR,Israel,6,102,31,0,3,1,1,0,23,0,0,0,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,3,5,23,31,27.0,27.0,54.0,0.0,0.0,0.0,0.0
228,2013,ISR,Israel,6,161,13,1,3,2,0,0,23,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,6,7,13,31,22.333333333333332,22.0,44.0,22.333333333333332,67.0,0.0,0.0
229,2014,ISR,Israel,6,143,18,0,5,1,0,0,23,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,11,8,13,31,21.25,15.5,31.0,20.666666666666668,62.0,21.25,85.0
230,2015,ISR,Israel,6,83,40,1,0,2,2,0,23,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,3,11,10,13,40,25.0,29.0,58.0,23.666666666666668,71.0,25.5,102.0
231,2016,ISR,Israel,6,127,22,0,3,3,0,0,23,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,14,13,13,40,24.5,31.0,62.0,26.666666666666668,80.0,23.25,93.0
232,2017,ISR,Israel,6,107,32,0,3,2,0,0,23,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,17,15,13,40,25.571428571428573,27.0,54.0,31.333333333333332,94.0,28.0,112.0
233,2018,ISR,Israel,6,136,26,0,2,4,0,0,23,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,3,19,19,13,40,25.625,29.0,58.0,26.666666666666668,80.0,30.0,120.0
234,2019,ISR,Israel,6,156,15,1,3,2,0,0,23,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,4,22,21,13,40,24.444444444444443,20.5,41.0,24.333333333333332,73.0,23.75,95.0
235,2020,ISR,Israel,6,146,21,1,2,3,0,0,23,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,24,24,13,40,24.1,18.0,36.0,20.666666666666668,62.0,23.5,94.0
236,2011,AUS,Australia,6,116,25,0,3,3,0,0,24,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,3,3,25,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2012,AUS,Australia,6,106,27,0,2,4,0,0,24,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,5,7,25,27,26.0,26.0,52.0,0.0,0.0,0.0,0.0
238,2013,AUS,Australia,6,148,15,1,2,3,0,0,24,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,7,10,15,27,22.333333333333332,21.0,42.0,22.333333333333332,67.0,0.0,0.0
239,2014,AUS,Australia,6,156,11,1,3,2,0,0,24,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,10,12,11,27,19.5,13.0,26.0,17.666666666666668,53.0,19.5,78.0
240,2015,AUS,Australia,6,148,6,2,4,0,0,0,24,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,4,14,12,6,27,16.8,8.5,17.0,10.666666666666666,32.0,14.75,59.0
